Customer ID,Age,Age_BIN,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Annual value,Accepted Home Equity Loan,Accepted Credit Card
43453,51,51-55,36,1,9.089,89,2,41,26,5,0,6,10,M,S,10,15,37,47,40038,45,F,530,F,F
43724,28,26-30,36,0,0,0,1,38,22,1,0,1,9,F,U,14,6,36,57,38169,18,F,100,F,F
43768,45,41-45,36,0,0,0,0,43,23,3,0,1,0,M,U,13,11,35,53,63385,13,F,300,F,F
25448,28,26-30,12,0,12.48899,0,17,41,0,1,0,2,6,M,U,14,15,33,51,29682,41,F,100,F,T
43648,28,26-30,48,0,0,0,0,30,40,1,0,4,8,F,S,0,10,36,52,37026,33,F,100,F,F
43698,54,51-55,36,0,0,0,1,44,27,5,0,6,8,F,S,15,12,51,36,61119,12,F,500,F,F
43808,61,61-65,0,6,0,0,2,61,1,1,0,2,0,M,S,34,16,32,50,34819,43,T,280,F,F
22807,31,31-35,48,2,8.400313,59,16,41,36,0,0,2,11,M,U,11,16,39,43,17984,31,F,60,F,T
43841,62,61-65,48,0,0,0,3,62,35,4,0,7,11,F,U,32,12,43,43,31555,2,F,400,F,F
43893,33,31-35,0,0,0,0,1,24,2,3,0,5,11,F,S,0,10,28,60,37451,13,F,300,F,F
43944,30,26-30,48,0,0,0,3,18,9,1,0,1,10,M,S,0,16,26,56,37114,51,F,100,F,F
43737,47,46-50,0,9,0,0,2,26,2,2,0,1,8,M,S,0,14,29,55,76636,30,F,470,F,F
4541,51,51-55,0,0,0,0,3,51,5,1,0,4,11,M,U,19,13,26,59,30057,41,F,100,F,F
4571,32,31-35,0,0,0,0,3,39,6,0,0,3,10,F,S,9,12,41,45,36732,20,F,0,F,F
4605,63,61-65,36,2,10.868323,35,1,18,18,0,0,6,10,M,S,0,18,18,63,61845,42,F,60,F,F
4675,57,56-60,48,0,0,0,0,46,18,1,0,4,10,F,U,16,9,27,62,72502,13,F,100,F,F
41688,29,26-30,48,0,0,0,18,41,40,1,0,1,10,M,M,16,5,49,45,49260,44,F,100,F,T
4855,33,31-35,36,0,0,0,3,38,5,1,0,1,10,F,M,8,9,20,69,38212,34,F,100,F,F
31913,27,26-30,36,0,0,0,0,33,20,1,0,1,7,M,S,1,7,26,65,36815,9,T,100,F,F
31972,63,61-65,36,3,13.130667,64,2,41,25,0,0,6,11,M,S,14,15,45,39,39297,50,F,90,F,F
32013,30,26-30,36,22,18.34391,544,3,29,17,1,0,4,11,M,S,0,21,35,43,36759,3,F,760,F,F
22096,30,26-30,48,0,0,0,0,31,9,2,0,1,8,F,S,0,17,33,49,37495,44,F,200,F,F
44060,31,31-35,48,0,0,0,0,32,23,1,0,2,10,M,M,1,8,25,66,38046,32,F,100,F,F
43971,53,51-55,48,14,20.830538,664,2,53,17,1,0,3,11,F,M,25,11,18,70,32045,43,F,520,F,F
36832,31,31-35,48,0,0,0,2,13,10,1,0,5,0,M,S,0,14,32,53,37051,28,F,100,F,F
37037,32,31-35,36,2,7.929,129,1,30,34,0,0,2,10,M,S,0,15,31,52,37134,1,T,60,F,F
36931,62,61-65,48,0,0,0,1,46,38,0,0,5,9,F,M,19,11,29,59,46866,26,F,0,F,F
36966,28,26-30,0,0,0,0,2,37,4,1,0,2,11,F,M,6,16,29,53,38349,22,F,100,F,F
37109,65,61-65,0,0,0,0,1,45,4,0,0,2,9,F,S,15,16,36,47,51766,24,F,0,F,F
37085,26,26-30,36,2,7.982333,249,1,35,6,0,0,3,11,M,S,8,9,22,67,38709,29,F,60,F,F
47851,30,26-30,36,37,22.640038,474,2,26,8,0,0,2,10,M,S,0,18,18,63,38704,20,F,1110,F,F
47830,28,26-30,36,1,8.445667,179,3,37,34,0,0,4,11,F,U,13,9,35,54,39887,35,T,30,F,F
47973,64,61-65,48,3,7.812333,179,1,64,19,0,0,4,9,M,S,33,12,31,55,32453,26,F,90,F,F
48046,62,61-65,0,0,0,0,0,62,5,1,0,4,0,M,M,34,9,32,57,32067,32,F,100,F,F
48229,58,56-60,0,0,0,0,3,50,5,0,0,3,10,M,S,17,12,24,62,57022,4,F,0,F,F
48431,28,26-30,0,0,0,0,1,34,3,2,0,2,10,F,M,2,11,49,38,38381,33,T,200,F,F
48579,28,26-30,36,2,7.42499,25,1,38,30,0,0,1,8,F,U,10,8,35,55,39931,6,F,60,F,F
62766,27,26-30,36,0,35.761555,0,22,41,29,0,0,1,0,M,S,17,12,24,62,21126,34,F,0,F,T
48488,57,56-60,48,0,0,0,0,43,14,0,0,5,0,M,U,16,7,26,66,68533,6,F,0,F,F
48538,32,31-35,36,3,9.782333,249,1,36,25,0,0,4,11,F,M,7,11,27,60,38157,44,F,90,F,F
48628,29,26-30,48,0,0,0,0,31,36,0,0,6,11,F,S,2,8,34,57,39977,13,T,0,F,F
48687,55,51-55,48,0,0,0,3,55,14,1,0,5,11,M,U,27,10,38,50,34938,44,F,100,F,F
48766,62,61-65,36,0,0,0,3,41,28,1,0,3,11,M,U,14,15,33,51,73905,35,F,100,F,F
48835,55,51-55,36,4,11.248,948,2,83,16,1,0,4,11,M,U,51,9,36,53,36697,33,F,220,F,F
48969,53,51-55,48,0,0,0,2,53,35,4,0,3,9,F,M,23,11,42,45,30767,13,F,400,F,F
48996,33,31-35,48,3,8.958,158,2,38,5,0,0,2,9,F,S,14,12,38,49,39069,22,F,90,F,F
49121,32,31-35,48,0,0,0,1,24,5,1,0,1,8,F,S,0,11,18,69,37519,19,F,100,F,F
49244,26,26-30,36,2,7.719,119,3,34,31,5,0,4,10,M,M,5,7,37,55,38685,1,F,560,F,F
49116,49,46-50,0,0,0,0,3,41,6,1,0,1,10,M,M,12,14,37,48,53313,7,F,100,F,F
48841,29,26-30,36,3,13.943,343,2,35,35,2,0,3,9,F,M,8,10,32,56,39547,2,F,290,F,F
49006,30,26-30,36,0,0,0,2,28,22,0,0,2,0,F,S,0,7,27,64,36628,11,T,0,F,F
70734,27,26-30,48,51,8.392323,755,27,41,37,1,0,3,10,M,S,9,10,28,61,50826,20,F,1630,F,T
23030,30,26-30,36,5,9.677323,244,1,35,25,3,0,6,9,M,M,6,8,49,42,37788,18,T,450,F,F
23593,30,26-30,36,0,0,0,3,28,26,0,0,6,10,M,S,0,15,31,52,39749,12,T,0,F,F
23791,29,26-30,0,0,0,0,1,32,6,0,0,3,8,F,U,3,7,27,65,37577,40,F,0,F,F
23909,65,61-65,48,3,12.742333,109,2,47,20,3,0,6,10,F,U,20,9,20,69,74631,19,T,390,F,F
26303,30,26-30,36,19,20.489361,690,3,31,31,2,0,3,10,M,S,0,10,44,44,38396,21,F,770,F,F
26488,61,61-65,48,37,30.925751,326,3,50,13,3,0,5,11,M,M,19,12,26,60,79183,25,F,1410,F,F
49376,56,56-60,48,0,0,0,0,43,16,0,0,6,10,M,S,14,15,45,39,50322,30,F,0,F,F
49393,48,46-50,48,0,0,0,1,43,16,0,0,1,10,M,S,15,9,42,48,40850,11,F,0,F,F
26556,28,26-30,36,0,0,0,0,37,6,2,0,1,11,F,S,4,11,36,51,38686,40,F,200,F,F
37199,52,51-55,36,1,8.242333,109,3,52,18,0,0,5,9,M,S,26,8,31,59,33248,33,T,30,F,F
37251,30,26-30,48,5,8.884667,518,1,24,35,5,0,5,0,M,S,0,10,36,53,18813,13,F,650,F,F
37317,38,36-40,36,1,9.865667,199,0,38,8,0,0,4,10,M,S,7,13,18,67,38246,18,F,30,T,F
26261,58,56-60,48,2,7.382333,49,2,58,35,2,0,2,9,M,U,31,11,50,38,20747,24,T,260,F,F
26447,64,61-65,48,3,9.10899,209,1,47,8,0,0,5,9,M,S,11,9,58,31,56703,11,T,90,F,F
37499,45,41-45,36,3,7.582333,349,3,45,34,1,0,5,8,F,M,17,16,46,36,40994,42,F,190,T,F
37223,28,26-30,36,2,7.862333,129,0,40,34,3,0,2,11,F,S,15,10,43,46,36600,51,T,360,F,F
73151,26,26-30,36,0,0,0,29,41,27,4,0,4,9,F,S,13,8,23,68,64234,27,F,400,F,T
86218,26,26-30,36,2,0,214,28,41,23,4,0,2,10,M,S,14,5,27,66,63910,46,F,460,F,T
37936,37,36-40,48,0,0,0,1,37,10,0,0,3,0,M,U,8,11,26,61,37749,6,F,0,T,F
37860,30,26-30,48,0,0,0,0,30,20,0,0,3,11,M,S,0,18,18,63,38636,21,T,0,F,F
10125,30,26-30,12,1,0,89,25,40,8,1,0,5,10,F,M,12,9,29,61,20155,38,F,130,F,T
38169,28,26-30,36,0,0,0,1,36,28,0,0,1,10,F,S,6,19,22,57,37253,34,F,0,F,F
37892,51,51-55,36,5,10.827313,694,1,51,27,3,1,5,1,M,M,26,10,32,57,34793,29,T,450,F,F
38127,73,71-75,36,1,9.245667,179,3,73,31,1,0,4,0,F,M,46,13,35,50,25815,19,T,130,F,F
9805,28,26-30,36,0,0,0,16,40,27,1,0,3,8,F,M,9,15,22,62,20486,49,F,100,F,T
38519,31,31-35,48,0,0,0,3,29,0,3,0,1,10,F,S,0,10,38,50,37673,27,T,300,F,F
38160,26,26-30,36,0,0,0,0,30,11,0,0,4,11,F,S,0,7,33,58,36446,15,F,0,F,F
38229,33,31-35,36,0,0,0,3,37,24,0,0,4,11,F,S,3,9,31,59,36901,21,T,0,F,F
38786,34,31-35,36,6,13.19794,98,3,22,23,0,0,1,11,F,S,0,7,27,64,38444,40,T,180,T,F
38362,63,61-65,0,0,0,0,2,49,6,2,0,5,10,F,M,18,8,24,66,52137,8,F,200,F,F
38429,29,26-30,0,2,0,0,3,23,1,0,0,3,11,F,S,0,7,27,64,37932,44,T,60,F,F
27587,32,31-35,36,0,0,0,0,30,26,1,0,4,0,F,S,2,2,43,54,39876,48,F,100,F,F
27669,52,51-55,48,0,0,0,2,52,37,1,0,6,8,M,U,25,22,49,27,34151,24,T,100,F,F
27737,26,26-30,36,0,0,0,2,33,34,0,0,3,11,M,S,5,7,39,52,38921,46,F,0,F,F
28187,64,61-65,0,0,0,0,0,64,2,0,0,3,11,F,S,33,12,42,44,33006,10,F,0,F,F
28305,31,31-35,36,0,0,0,1,33,33,3,0,1,8,F,U,4,8,32,59,38094,39,F,300,F,F
28414,51,51-55,48,1,10.722333,89,3,51,15,3,0,4,10,F,U,21,12,34,52,31205,46,T,330,F,F
28687,44,41-45,0,3,0,0,3,44,2,0,0,1,0,F,U,11,13,33,52,44150,2,F,90,T,F
28764,62,61-65,36,2,9.709667,343,0,49,19,4,0,2,10,M,M,23,10,25,64,62992,20,T,460,F,F
28771,26,26-30,0,0,0,0,3,33,4,7,0,3,0,F,M,5,17,40,41,36423,4,F,700,F,F
28789,32,31-35,0,0,0,0,1,38,4,0,0,4,6,F,U,11,13,33,52,37518,22,F,0,F,F
28814,33,31-35,36,0,0,0,3,33,32,2,0,3,9,M,S,4,11,51,36,37977,49,F,200,T,F
28816,58,56-60,36,3,11.769,169,2,49,31,1,0,3,0,M,U,17,17,36,46,72943,25,F,190,F,F
28839,30,26-30,36,0,0,0,2,32,26,3,0,5,11,F,S,0,10,28,60,39069,40,T,300,F,F
28939,44,41-45,36,0,0,0,0,50,31,1,0,6,8,F,S,21,16,61,21,76806,31,T,100,T,F
29066,59,56-60,36,0,0,0,0,43,30,1,0,3,9,F,M,13,7,39,52,71738,34,F,100,F,F
29091,32,31-35,48,0,0,0,0,29,11,2,0,2,10,F,S,0,9,65,25,37643,19,F,200,F,F
49289,63,61-65,36,0,0,0,3,46,22,1,0,3,7,M,M,19,10,35,53,49137,35,F,100,F,F
47684,33,31-35,0,0,0,0,24,40,4,3,0,3,0,M,M,12,8,19,72,23669,25,F,300,F,T
49550,30,26-30,48,0,0,0,2,33,40,1,0,4,8,M,U,5,12,25,62,39118,23,T,100,F,F
49530,54,51-55,48,22,18.377203,444,2,41,38,3,0,1,0,F,M,10,9,30,60,72663,19,F,960,F,F
49668,29,26-30,48,2,7.529,129,2,39,5,1,0,4,11,F,S,10,10,38,50,39101,50,F,160,F,F
49701,28,26-30,0,2,0,0,2,34,1,1,0,5,9,M,M,5,10,33,55,39853,2,F,160,F,F
49677,30,26-30,36,0,0,0,1,38,11,0,0,4,7,M,U,7,10,40,48,37326,20,F,0,F,F
49792,63,61-65,36,2,7.502333,269,1,47,35,0,0,5,10,M,S,18,9,39,51,69568,33,F,60,F,F
67754,26,26-30,24,3,0,199,27,40,18,0,0,4,0,F,S,10,11,43,45,56824,29,F,90,F,T
83300,33,31-35,0,0,0,0,16,40,5,1,0,6,10,M,U,8,13,35,50,17244,38,F,100,F,T
49928,67,66-70,0,0,0,0,3,67,7,1,0,3,8,F,M,37,16,43,40,31173,32,F,100,F,F
49992,58,56-60,36,0,0,0,0,58,31,2,0,6,10,F,S,28,14,24,61,24312,15,F,200,F,F
49964,50,46-50,36,0,0,0,2,44,13,1,0,2,0,F,S,13,5,22,71,72602,36,T,100,F,F
49884,57,56-60,48,0,0,0,3,57,8,1,0,4,7,F,M,27,9,43,47,25229,4,F,100,F,F
49885,32,31-35,48,3,8.622323,89,0,39,16,2,0,5,9,F,U,10,10,40,48,39646,43,F,290,F,F
49951,31,31-35,0,0,0,0,1,25,2,1,0,5,10,F,S,0,14,39,45,63200,3,F,100,F,F
49952,58,56-60,48,0,0,0,2,42,17,4,0,6,0,M,M,11,9,33,57,66754,34,F,400,F,F
83608,29,26-30,0,2,0,0,22,40,4,2,1,6,0,F,U,9,5,36,58,18385,5,T,260,F,T
50282,58,56-60,48,0,0,0,3,49,40,0,0,2,9,M,U,18,3,24,71,41907,11,T,0,F,F
50560,29,26-30,0,1,0,0,1,36,2,1,0,1,9,M,M,8,12,48,38,37094,39,T,130,F,F
50185,56,56-60,0,3,0,0,2,41,1,5,0,2,9,F,U,13,11,27,60,62544,31,T,590,F,F
50284,29,26-30,36,0,0,0,2,37,19,2,0,6,11,M,M,6,10,32,56,38911,25,F,200,F,F
50464,54,51-55,48,2,8.185667,219,3,45,10,0,0,3,10,F,U,10,8,35,55,79788,9,F,60,F,F
50616,29,26-30,0,0,0,0,3,40,2,0,0,3,9,M,U,14,11,43,45,38181,34,T,0,F,F
50816,27,26-30,48,0,0,0,3,35,40,0,0,2,8,F,M,7,11,27,60,36550,42,T,0,F,F
50914,33,31-35,0,0,0,0,0,19,3,0,0,4,11,F,S,0,7,33,58,39773,12,F,0,F,F
50873,58,56-60,36,2,9.849,149,0,58,34,0,0,7,10,M,U,30,6,38,54,21017,4,T,60,F,F
50907,54,51-55,36,1,7.319,119,2,42,30,1,0,2,10,M,M,12,14,37,48,72384,12,T,130,F,F
50988,29,26-30,36,0,0,0,2,38,14,1,0,5,11,M,U,10,14,33,52,37198,13,F,100,F,F
51261,29,26-30,36,0,0,0,3,40,33,2,0,4,10,M,M,11,13,36,50,39796,25,F,200,F,F
51038,75,71-75,0,0,0,0,2,75,4,2,0,6,9,F,M,43,17,18,63,25027,43,F,200,F,F
51221,30,26-30,48,0,0,0,0,29,38,6,0,1,11,F,S,0,15,32,51,39121,41,F,600,F,F
51340,30,26-30,48,1,0,0,0,23,0,0,0,4,10,F,S,0,7,27,64,36623,32,F,30,F,F
51390,35,31-35,48,0,0,0,2,19,12,1,0,6,10,M,S,0,10,23,66,36498,35,T,100,T,F
32774,55,51-55,0,0,0,0,3,55,5,0,0,2,10,F,M,30,9,26,63,31065,34,T,0,F,F
33019,59,56-60,36,5,13.754667,188,0,46,32,1,0,6,11,F,M,18,14,44,40,50566,13,F,250,F,F
33033,51,51-55,0,0,0,0,2,51,4,1,0,6,11,F,M,18,14,44,40,32761,12,F,100,F,F
33083,27,26-30,36,2,8.095667,329,1,33,34,0,0,4,0,F,S,5,7,36,55,37464,14,T,60,F,F
33308,33,31-35,0,0,0,0,3,18,5,0,0,1,11,M,S,0,15,31,52,36864,21,F,0,F,F
33503,30,26-30,48,2,13.382333,249,1,29,10,1,0,6,0,M,S,0,14,32,53,39559,43,T,160,F,F
33512,56,56-60,48,30,18.33882,439,0,56,37,0,0,4,8,M,U,28,14,36,49,23075,5,F,900,F,F
33537,26,26-30,48,9,15.73585,436,1,35,35,1,0,2,10,M,S,6,7,35,57,36596,32,F,370,F,F
33544,33,31-35,0,1,0,0,3,40,3,0,0,6,8,F,S,8,9,26,64,36650,4,T,30,F,F
33560,64,61-65,48,0,0,0,3,43,39,1,0,2,10,F,U,17,11,39,48,63778,44,F,100,F,F
33728,44,41-45,0,0,0,0,2,22,6,0,0,2,9,F,S,0,7,33,58,53051,21,F,0,T,F
33751,31,31-35,48,0,0,0,0,22,13,7,0,3,9,F,S,0,8,41,49,37995,24,F,700,F,F
33905,59,56-60,48,0,0,0,2,44,16,1,0,2,10,M,U,16,8,20,70,67797,50,F,100,F,F
33955,50,46-50,48,0,0,0,3,55,38,0,0,4,8,M,S,25,13,31,54,34278,29,T,0,T,F
33980,55,51-55,36,0,0,0,1,44,31,0,0,3,0,M,S,13,14,19,66,78200,32,F,0,F,F
34155,26,26-30,36,2,10.646333,213,0,32,30,2,0,3,10,F,U,5,10,31,57,36838,33,T,260,F,F
34596,31,31-35,0,0,0,0,1,36,5,1,0,2,10,F,U,9,11,31,56,39228,39,F,100,F,F
34696,28,26-30,36,0,0,0,3,22,31,0,0,4,11,F,S,0,7,33,58,36547,31,F,0,F,F
6208,27,26-30,24,0,10.295667,0,17,39,17,1,0,6,7,F,M,7,11,25,63,19471,28,F,100,F,T
34730,31,31-35,36,0,0,0,3,18,14,0,0,3,0,M,S,0,15,31,52,36550,16,F,0,F,F
51309,30,26-30,48,0,0,0,0,38,39,1,0,3,10,M,M,10,11,43,45,38911,16,T,100,F,F
51445,61,61-65,36,0,0,0,0,15,34,3,0,6,11,M,S,0,10,38,51,43753,8,F,300,F,F
44160,55,51-55,48,2,8.522323,389,3,47,7,1,0,4,7,F,S,17,9,29,61,44719,8,F,160,F,F
44239,28,26-30,36,5,10.555647,89,2,37,33,4,0,4,9,M,S,5,12,28,58,37396,21,T,550,F,F
44291,56,56-60,48,0,0,0,0,56,0,1,0,3,10,M,S,27,9,35,55,22770,43,F,100,F,F
44325,28,26-30,48,6,12.09299,293,1,31,37,1,0,5,0,M,M,2,11,35,52,39208,12,F,280,F,F
44194,39,36-40,36,27,19.656704,524,2,39,33,0,0,1,11,F,U,9,19,41,39,38856,21,F,810,T,F
44769,60,56-60,36,0,0,0,2,49,20,3,0,1,0,F,S,17,4,34,61,60912,23,T,300,F,F
17694,26,26-30,36,4,0,168,24,39,25,7,0,2,11,F,S,10,10,29,59,21251,10,T,820,F,T
44782,26,26-30,48,2,10.949,249,0,20,10,2,0,5,11,F,S,0,17,33,49,38762,31,F,260,F,F
44882,33,31-35,0,0,0,0,3,30,2,0,0,5,10,F,S,0,7,27,64,37279,19,F,0,F,F
49907,28,26-30,24,0,0,0,29,39,11,0,0,2,10,F,U,11,13,33,52,22066,14,F,0,F,T
45107,62,61-65,48,2,13.059,159,0,48,17,5,0,7,8,M,M,19,8,43,47,52642,8,F,560,F,F
45220,33,31-35,36,3,11.163,163,1,38,24,1,0,1,11,F,M,8,9,20,69,38339,32,T,190,F,F
45184,28,26-30,36,22,15.856587,590,0,26,33,0,0,5,8,M,S,0,18,18,63,24926,30,F,660,F,F
45291,30,26-30,48,0,0,0,2,26,20,0,0,2,10,M,S,0,4,30,64,68323,6,F,0,F,F
45309,36,36-40,36,17,18.081213,448,1,36,14,4,0,2,10,M,U,5,13,30,56,37779,33,F,910,T,F
45440,39,36-40,36,0,0,0,0,47,13,0,0,2,9,M,U,16,7,26,66,66383,22,F,0,T,F
45455,54,51-55,48,0,0,0,3,54,35,0,0,6,7,M,S,25,13,31,54,30952,35,F,0,F,F
45456,28,26-30,48,0,0,0,2,28,1,3,0,4,9,M,U,3,9,66,24,39478,23,F,300,F,F
45280,54,51-55,36,0,0,0,0,54,24,1,0,5,11,F,U,27,12,42,45,31406,23,F,100,F,F
45364,34,31-35,36,0,0,0,3,34,28,3,0,5,11,M,M,7,11,42,45,36864,39,F,300,T,F
41824,31,31-35,0,0,10.293273,0,23,39,4,0,0,5,9,F,S,9,12,41,45,24669,38,F,0,F,T
45588,27,26-30,36,3,10.532333,299,1,21,25,4,0,6,10,M,S,0,15,34,50,39511,7,F,490,F,F
45382,52,51-55,48,0,0,0,3,52,36,3,0,7,10,M,U,25,10,27,61,34172,2,F,300,F,F
45465,28,26-30,36,3,8.902333,269,3,20,33,0,0,1,10,M,S,0,15,31,52,37452,10,T,90,F,F
45582,29,26-30,48,2,7.712333,179,0,37,16,1,0,1,10,F,M,13,7,39,52,36515,38,F,160,F,F
45842,62,61-65,0,3,0,0,1,20,2,0,0,6,8,M,S,0,4,30,64,58005,23,F,90,F,F
45957,40,36-40,48,4,11.292313,159,1,40,10,0,0,6,9,F,M,16,12,39,48,36838,29,T,120,T,F
45731,60,56-60,48,3,7.802333,169,0,44,16,2,0,2,8,M,S,14,17,24,57,48333,5,F,290,F,F
45799,50,46-50,36,0,0,0,3,27,35,3,0,4,9,F,S,0,10,28,60,23751,31,F,300,F,F
24279,53,51-55,36,0,0,0,1,45,12,1,0,1,9,M,S,17,10,49,39,82783,27,F,100,F,F
64858,30,26-30,24,0,0,0,29,39,13,3,0,3,10,F,M,13,12,19,67,22049,9,F,300,F,T
24377,42,41-45,0,0,0,0,3,42,6,0,0,6,9,F,U,11,13,33,52,82218,49,F,0,T,F
75570,26,26-30,12,0,0,0,19,39,6,0,0,2,9,M,U,10,16,34,48,41701,49,F,0,F,T
24502,28,26-30,48,0,0,0,2,36,10,1,0,4,0,M,S,6,7,35,57,37578,34,F,100,F,F
25011,54,51-55,36,2,8.684667,518,1,54,16,1,0,3,7,M,M,23,9,25,64,32141,6,T,160,F,F
25079,34,31-35,36,7,13.782283,549,2,34,25,0,0,4,8,F,U,5,19,34,45,36911,14,F,210,T,F
25145,31,31-35,48,2,8.865667,299,3,39,13,0,0,1,9,F,U,13,9,35,54,39626,5,F,60,F,F
25163,27,26-30,0,0,0,0,0,25,3,0,0,2,10,F,S,0,7,33,58,37860,21,F,0,F,F
25206,59,56-60,0,0,0,0,2,42,6,2,0,3,11,M,U,11,12,30,57,51837,22,F,200,F,F
87157,33,31-35,48,0,8.379157,0,20,39,38,3,0,1,9,F,S,7,9,42,47,17308,50,F,300,F,T
46109,33,31-35,48,0,0,0,3,22,10,0,0,2,8,M,S,0,15,31,52,66832,2,F,0,F,F
29443,30,26-30,0,0,0,0,2,40,6,0,0,1,10,F,M,11,18,26,54,38757,22,T,0,F,F
29523,48,46-50,48,0,0,0,2,42,37,0,0,6,11,F,S,8,9,26,64,46382,49,T,0,F,F
29557,54,51-55,48,4,13.00997,110,2,46,10,0,0,5,10,F,S,16,8,42,48,57212,44,F,120,F,F
46168,26,26-30,36,0,0,0,0,28,34,2,0,1,11,F,S,0,17,33,49,36522,14,F,200,F,F
38829,33,31-35,36,4,10.853323,120,2,37,24,2,0,1,0,F,M,7,9,64,26,39748,27,T,320,F,F
38989,33,31-35,36,4,9.136657,170,3,24,10,2,0,1,0,M,S,0,8,32,59,39200,32,F,320,F,F
5471,28,26-30,0,0,0,0,28,38,5,1,0,3,10,F,M,8,9,20,69,17800,5,T,100,F,T
39012,40,36-40,48,4,10.974657,308,2,23,18,0,0,4,9,M,S,0,15,31,52,58829,46,F,120,T,F
39063,29,26-30,36,0,0,0,0,38,32,1,0,6,0,M,U,5,12,25,62,39901,44,F,100,F,F
39146,28,26-30,0,0,0,0,3,20,1,4,0,3,9,M,S,0,14,35,50,39659,13,F,400,F,F
39302,56,56-60,48,0,0,0,3,49,40,1,0,4,9,M,S,18,11,31,56,65316,28,F,100,F,F
39459,32,31-35,36,0,0,0,0,40,26,1,0,4,10,M,S,12,10,36,53,37599,16,F,100,F,F
39484,44,41-45,48,2,8.532333,99,3,26,39,3,0,6,9,F,S,0,10,28,60,53186,51,F,360,F,F
39536,41,41-45,36,0,0,0,1,41,34,1,0,5,11,F,U,11,11,30,57,77945,6,T,100,T,F
39396,62,61-65,0,0,0,0,1,49,6,0,0,2,0,F,U,12,12,22,64,74591,34,F,0,F,F
39523,71,71-75,36,3,9.462333,129,2,71,34,1,0,6,10,F,M,41,11,35,53,25762,26,F,190,F,F
39729,62,61-65,0,0,0,0,3,47,6,5,0,4,11,M,U,19,9,22,68,44164,23,F,500,F,F
39923,64,61-65,48,0,0,0,2,50,40,0,0,7,8,M,M,24,11,36,52,74419,9,T,0,F,F
39399,45,41-45,36,0,0,0,2,41,24,0,0,1,10,M,S,12,13,21,64,47951,1,F,0,F,F
40138,29,26-30,48,0,0,0,0,38,7,0,0,4,9,M,S,3,20,40,39,37090,28,F,0,F,F
40024,28,26-30,48,2,8.642333,109,3,39,10,2,0,2,11,M,M,10,4,29,65,39141,34,F,260,F,F
40025,33,31-35,36,0,0,0,3,30,26,0,0,3,11,F,S,0,7,27,64,38406,1,T,0,F,F
39681,31,31-35,36,0,0,0,3,39,8,2,0,2,8,M,M,12,9,46,44,39796,33,F,200,F,F
7394,26,26-30,0,0,0,0,21,38,3,1,0,5,10,M,S,10,10,27,61,18989,17,F,100,F,T
39781,28,26-30,36,1,13.215667,249,1,35,17,1,0,2,11,M,M,5,10,33,55,37818,7,F,130,F,F
40222,54,51-55,48,0,0,0,2,47,35,0,0,1,11,M,M,17,9,22,68,73568,33,F,0,F,F
40345,29,26-30,48,14,14.631773,499,3,30,13,0,0,4,10,M,S,0,4,30,64,12427,22,F,420,F,F
40275,58,56-60,0,1,0,0,1,49,1,1,0,7,11,M,M,21,14,27,58,38783,4,T,130,F,F
40377,33,31-35,36,3,8.657323,324,2,33,21,1,0,2,11,F,M,5,6,36,56,36792,21,F,190,T,F
40488,31,31-35,48,3,11.005667,339,2,34,17,1,0,3,6,M,U,3,9,24,65,37054,5,F,190,F,F
40558,27,26-30,48,4,8.412323,79,1,28,17,2,0,6,10,F,S,0,9,65,25,39424,40,F,320,F,F
40575,43,41-45,36,2,8.969,69,3,46,24,1,0,7,10,F,U,20,9,37,53,68544,45,F,160,T,F
40610,33,31-35,36,0,0,0,2,37,30,4,0,2,9,M,M,9,12,15,72,36450,3,F,400,F,F
17049,26,26-30,36,2,0,208,20,38,33,2,0,3,11,F,M,6,15,31,53,17714,4,T,260,F,T
40654,31,31-35,0,0,0,0,2,20,5,0,0,1,8,M,S,0,4,30,64,37519,29,F,0,F,F
40713,31,31-35,0,0,0,0,0,38,1,2,0,6,11,M,U,5,13,37,48,38677,51,F,200,F,F
40767,27,26-30,48,0,0,0,2,31,5,5,0,5,7,M,M,7,19,30,49,38686,19,F,500,F,F
40769,27,26-30,48,1,7.44999,150,0,34,37,1,0,1,9,M,M,5,10,33,55,36423,25,F,130,F,F
29768,33,31-35,36,36,30.976406,610,1,40,23,1,0,3,0,F,S,13,5,22,71,37151,47,F,1180,F,F
30284,29,26-30,36,0,0,0,3,25,16,3,0,5,10,M,S,0,19,16,64,36808,43,F,300,F,F
30345,31,31-35,48,0,0,0,3,26,22,3,0,5,11,M,S,0,10,38,51,38440,40,T,300,F,F
27277,31,31-35,12,0,0,0,18,38,9,0,0,6,9,F,U,12,12,22,64,22208,46,F,0,T,T
46316,31,31-35,48,2,12.995667,329,3,40,36,0,0,5,10,F,U,11,13,33,52,36866,45,F,60,F,F
40831,29,26-30,48,0,0,0,0,40,10,0,0,2,8,M,S,13,14,19,66,39340,25,F,0,F,F
23821,28,26-30,36,3,10.315667,104,21,38,28,4,0,4,0,M,S,11,18,29,52,23988,8,F,490,F,T
